-6.51341, -2.75013, 99.7497
28.4917, -73.6596, 61.3392
-97.7572, 12.4288, -17.0019
75.7427, -58.0219, 29.9417
-1.62885, -76.3434, -64.568
47.9536, -58.7557, 65.1784
-90.3781, -7.70458, -42.1003
91.5886, 8.64873, 39.201
-37.9665, 43.3646, 81.7194
35.7376, 61.2152, 70.5374
-20.0729, 7.1282, -97.705
64.7494, 1.90018, 76.1834
-13.5289, 13.0479, 98.2177
-89.9824, -43.1633, -6.33259
-76.5379, -61.055, -20.3528
-38.6866, -63.6189, 66.7531
-59.5616, 79.7217, 9.84222
-36.1654, -29.0429, 88.5922
26.7418, -77.9365, -56.6637
-32.0393, 94.645, -3.97656
-9.62624, -65.2159, -75.1946
36.6712, -18.477, -91.1802
62.4093, 77.7376, -7.87072
9.17899, 99.2886, 7.58385
17.3094, 66.721, -72.4479
46.0126, -68.9531, -55.9313
11.3034, -0.0216747, -99.3591
-76.0539, 60.9797, -22.2999
-25.8754, 84.5234, 46.7574
72.4804, 10.8939, -68.0288
80.9226, 53.2463, 24.8268
87.7364, 32.3458, -35.4411
16.2898, -9.11732, 98.2421
-12.8159, 88.4686, 44.8225
-35.5576, -91.7962, -17.5817
-10.8549, -72.9584, -67.5222
27.6698, 96.0485, 3.01218
-85.6049, 17.1906, -48.7472
94.6043, -31.2943, 8.40785
67.8131, 54.8761, -48.8876
-73.6203, 64.7119, -19.8096
-68.3739, -55.8199, -47.0016
-63.7098, 75.7058, -14.481
11.1726, 70.8422, 69.689
32.2506, -93.4656, 14.9693
99.7439, -6.28169, -3.42112
-48.8286, 71.3071, -50.3098
-41.2233, -62.5915, 66.2038
92.1239, 38.8659, 1.62053
-91.6307, -2.7682, -39.9518
67.3913, -22.0919, 70.5008
57.6954, -39.1473, 71.6849
-30.1851, 87.1812, -38.5784
89.4016, 42.3273, 14.6886
-14.6438, -32.8095, -93.3226
51.6582, -50.215, 69.3533
-66.6064, -37.7419, -64.3361
34.437, 70.7356, 61.7298
-76.3698, 11.9656, -63.4388
-72.4642, -1.7859, 68.8894
-73.4486, 49.5179, -46.4034
-81.5153, -37.5747, 44.084
3.42317, -93.0581, -36.4483
-88.5337, 13.854, -44.3831
-44.3059, 48.5019, 75.396
72.4946, 16.2505, -66.9362
-51.9602, -85.3731, -3.40281
